ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
31, Create new user interface widget ,I will be working on a couple of UI components for FURY’s UI module. These 2D and 3D components will be sci-fi like as seen in this scene from the..., Antriksh Misri ," Mentor  skoudoro, Soham Biswas ", Organization  Python Software Foundation ,/archive/2021/projects/5566383282192384,https://gist.github.com/antrikshmisri/a8d8ee3d38c5b4e70d95c172f471548a,No,Yes,"I will be working on a couple of UI components for FURY’s UI module. These 2D and 3D components will be sci-fi like as seen in this scene from the movie “Guardians of The Galaxy”.
My main objective would be to develop these UI components with their respective test and tutorials such that it adds on to the UI module of FURY and doesn’t hinder existing functionalities/performance.","['https://github.com/fury-gl/fury/pull/480', 'https://github.com/fury-gl/fury/pull/480', 'https://github.com/fury-gl/fury/pull/479', 'https://github.com/fury-gl/fury/pull/479', 'https://github.com/fury-gl/fury/pull/486', 'https://github.com/fury-gl/fury/pull/486', 'https://github.com/fury-gl/fury/pull/460', 'https://github.com/fury-gl/fury/pull/460', 'https://github.com/fury-gl/fury/pull/487', 'https://github.com/fury-gl/fury/pull/487', 'https://github.com/fury-gl/fury/pull/443', 'https://github.com/fury-gl/fury/pull/491', 'https://github.com/fury-gl/fury/pull/398', 'https://github.com/fury-gl/fury/pull/446', 'https://github.com/fury-gl/fury/pull/448', 'https://github.com/fury-gl/fury/pull/441', 'https://github.com/fury-gl/fury/pull/477']",[]
32, PyBaMM - Printing Formatted Equations ,PyBaMM offers a way to compare new models by implementing models as expression trees that can be specified independently of the user's preference...., Priyanshu_Agarwal ," Mentor  Robert Timms, Valentin Sulzer, Ferran Brosa Planella ", Organization  NumFOCUS ,/archive/2021/projects/5566614002466816,https://priyanshuone6.hashnode.dev/project-report-gsoc,No,No,"PyBaMM offers a way to compare new models by implementing models as expression trees that can be specified independently of the user's preference. This allows the model to be defined independently of the user's choice of parameters, spatial discretization, numerical methods and so on, which are plugged in during model processing. This project aims to use LaTeX to render the expression tree into a human-readable format using SymPy and also generate a file of the model equations to visualize the equations easily.",[],[]
33, Improve performance through the use of Pythran ,"Pythran is an ahead of time compiler that takes advantage of SIMD instructions to speed up Python code. Currently, in SciPy, there are many...", Xingyu Liu , Mentor  Ralf Gommers , Organization  Python Software Foundation ,/archive/2021/projects/5570342034079744,http://serge-sans-paille.github.io/pythran-stories/gsoc21-improve-performance-through-the-use-of-pythran.html,No,Yes,"Pythran is an ahead of time compiler that takes advantage of SIMD instructions to speed up Python code. Currently, in SciPy, there are many algorithms that are too slow as pure Python and could be accelerated via Pythran. Therefore, this project aims to identify such algorithms and use Pythran to improve their performance. Moreover, there are many function in SciPy don't have benchmarks yet, so writing new benchmarks is also included in this project.","['https://github.com/scipy/scipy/pull/14018', 'https://github.com/scipy/scipy/pull/14163', 'https://github.com/scipy/scipy/pull/14228#', 'https://github.com/scipy/scipy/pull/14224#', 'https://github.com/scipy/scipy/pull/14308', 'https://github.com/scipy/scipy/pull/14458', 'https://github.com/scipy/scipy/pull/14338', 'https://github.com/scipy/scipy/pull/13957', 'https://github.com/scipy/scipy/pull/14345', 'https://github.com/scipy/scipy/pull/14429', 'https://github.com/scipy/scipy/pull/14430', 'https://github.com/scipy/scipy/pull/14154', 'https://github.com/scipy/scipy/pull/14314', 'https://github.com/scipy/scipy/pull/14376', 'https://github.com/scipy/scipy/pull/14473', 'https://github.com/serge-sans-paille/pythran/pull/1830', 'https://github.com/serge-sans-paille/pythran/pull/1869#', 'https://github.com/serge-sans-paille/pythran/pull/1876', 'https://github.com/serge-sans-paille/pythran/pull/1878', 'https://github.com/scipy/scipy/pull/14559#']","['https://github.com/serge-sans-paille/pythran/issues/1793', 'https://github.com/serge-sans-paille/pythran/issues/1753', 'https://github.com/serge-sans-paille/pythran/issues/1792', 'https://github.com/serge-sans-paille/pythran/issues/1791', 'https://github.com/serge-sans-paille/pythran/issues/1792', 'https://github.com/serge-sans-paille/pythran/issues/1804', 'https://github.com/serge-sans-paille/pythran/issues/1815', 'https://github.com/serge-sans-paille/pythran/issues/1818', 'https://github.com/serge-sans-paille/pythran/issues/1819', 'https://github.com/serge-sans-paille/pythran/issues/1820', 'https://github.com/serge-sans-paille/pythran/issues/1850', 'https://github.com/scipy/scipy/issues/14315', 'https://github.com/serge-sans-paille/pythran/issues/1858']"
34, Refactoring Testbench and Automated Testing ,The Testbench is an important part of digital logic design. Testing circuits manually can be a big hassle especially for professors grading..., Ruturaj Mohite , Mentor  Satvik Ramaprasad , Organization  CircuitVerse.org ,/archive/2021/projects/5572919953981440,https://blog.circuitverse.org/posts/ruturaj_gsoc_2021_testbench_final/,Yes,Yes,"The Testbench is an important part of digital logic design. Testing circuits manually can be a big hassle especially for professors grading assignments. This project helps automate that process through a more robust Testbench engine tightly integrated with simulator and assignments.
The project aims for the following:

Redesigning the testbench engine
Creating an interface for users to be able to create tests
Implementing a backend for the tests
Implementing automated testing of assignment submissions","['https://github.com/CircuitVerse/CircuitVerse/pull/2289', 'https://github.com/CircuitVerse/CircuitVerse/pull/2366']",[]
35, Adding to p5.js Friendly Error System ,"This project aims to extend the existing functionality(""fesErrorMonitor"") of the p5.js Friendly Error system and add a new feature that will allow...", Shantanu Kaushik ," Mentor  Thales Grilo, Luis Morales-Navarro ", Organization  Processing Foundation ,/archive/2021/projects/5575014320963584,https://gist.github.com/Aloneduckling/c62bb4289fa5bce47e4a78162c3e7975,No,Yes,"This project aims to extend the existing functionality(""fesErrorMonitor"") of the p5.js Friendly Error system and add a new feature that will allow the Friendly Error System to read the user's code, analyse it for mistakes and log a friendly message for the same.","['https://github.com/processing/p5.js/pull/5305', 'https://github.com/processing/p5.js/pull/5351', 'https://github.com/processing/p5.js/pull/5305', 'https://github.com/processing/p5.js/pull/5351']",[]
37," Benchmarking, Python bindings and Migrating to CTest for Casbin-CPP ","Casbin is an authorization library that extends its features to implement Access Control Lists, Role-Based Access Control, and Attribute-Based Access...", Yash Pandey ," Mentor  Yang Luo, Divy, Joey ", Organization  Casbin ,/archive/2021/projects/5581884557361152,https://gist.github.com/EmperorYP7/d48ef6840bbb0ccc63ea4a5a2d19f67d,No,Yes,"Casbin is an authorization library that extends its features to implement Access Control Lists, Role-Based Access Control, and Attribute-Based Access Control models in various programming languages to its clients. Casbin's Core Engine is written in GoLang. Casbin-CPP has obvious benefits of speed and efficiency compared to its implementation in other languages and thus, benchmarking is vital for the project to stand out from the rest. Python is the most versatile as well as the most used programming language and has huge community support. Casbin-CPP has the potential to support new PyCasbin to compound the benefits of both languages through language bindings and extension libraries. Currently, the project uses Microsoft Unit Testing Framework for C++ for testing and Microsoft’s Azure DevOps pipelines for CI. CTest is truly cross-platform and can be configured using GitHub Actions for consistent and better CI.
Project Ideas are as follows:

Modernizing the project with C++17 standard and Google’s benchmarking tool
Implement Python bindings for Casbin-CPP using pybind11 library
Implement testing based on CTest and set up workflows for Continuous Integration through GitHub Actions","['https://github.com/casbin/casbin-cpp/pull/82', 'https://github.com/casbin/casbin-cpp/pull/83', 'https://github.com/casbin/casbin-cpp/pull/90', 'https://github.com/casbin/casbin-cpp/pull/92', 'https://github.com/casbin/casbin-cpp/pull/93', 'https://github.com/casbin/casbin-cpp/pull/94', 'https://github.com/casbin/casbin-cpp/pull/98', 'https://github.com/casbin/casbin-cpp/pull/101', 'https://github.com/casbin/casbin-cpp/pull/103', 'https://github.com/casbin/casbin-cpp/pull/104', 'https://github.com/casbin/casbin-cpp/pull/105', 'https://github.com/casbin/casbin-cpp/pull/106', 'https://github.com/casbin/casbin-cpp/pull/107', 'https://github.com/casbin/casbin-cpp/pull/108', 'https://github.com/casbin/casbin-cpp/pull/109', 'https://github.com/casbin/casbin-cpp/pull/112', 'https://github.com/casbin/casbin-cpp/pull/113', 'https://github.com/casbin/casbin-cpp/pull/114', 'https://github.com/casbin/casbin-cpp/pull/116', 'https://github.com/casbin/casbin-cpp/pull/118', 'https://github.com/casbin/casbin-cpp/pull/120', 'https://github.com/casbin/casbin-cpp/pull/121', 'https://github.com/casbin/casbin-cpp/pull/122', 'https://github.com/casbin/casbin-website/pull/256', 'https://github.com/casbin/casbin-cpp/pull/123', 'https://github.com/casbin/casbin-cpp/pull/124', 'https://github.com/casbin/casbin-cpp/pull/125', 'https://github.com/casbin/casbin-cpp/pull/127', 'https://github.com/casbin/casbin-cpp/pull/128', 'https://github.com/casbin/casbin-cpp/pull/129', 'https://github.com/casbin/casbin-cpp/pull/130', 'https://github.com/casbin/casbin-cpp/pull/133', 'https://github.com/casbin/casbin-cpp/pull/135', 'https://github.com/casbin/casbin-cpp/pull/137', 'https://github.com/casbin/casbin-cpp/pull/138', 'https://github.com/casbin/casbin-cpp/pull/139', 'https://github.com/casbin/casbin-cpp/pull/141', 'https://github.com/casbin/casbin-cpp/pull/142', 'https://github.com/casbin/casbin-cpp/pull/145', 'https://github.com/casbin/casbin-cpp/pull/146', 'https://github.com/casbin/casbin-cpp/pull/146']","['https://github.com/casbin/casbin-cpp/issues/84', 'https://github.com/casbin/casbin-cpp/issues/96', 'https://github.com/casbin/casbin-cpp/issues/99', 'https://github.com/casbin/casbin-cpp/issues/110', 'https://github.com/casbin/casbin-cpp/issues/117', 'https://github.com/casbin/casbin-cpp/issues/119', 'https://github.com/casbin/casbin-cpp/issues/134', 'https://github.com/casbin/casbin-cpp/issues/136', 'https://github.com/casbin/casbin-cpp/issues?q=author%3AEmperorYP7', 'https://github.com/casbin/casbin-website/issues/255']"
38, GSOC proposal for Nettacker ,"Nettacker is tool which can scan and find vulnerability from the target. This have numerous modules, like recent Microsoft Exchange vulnerability...", Divyansh Jain ," Mentor  Dhiren Devinder Serai, Sam Stepanyan ", Organization  OWASP Foundation ,/archive/2021/projects/5587329166606336,https://itsdivyanshjain.medium.com/contribution-to-owasp-nettacker-gsoc21-journey-6ec63acb1ca2,No,No,"Nettacker is tool which can scan and find vulnerability from the target. This have numerous modules, like recent Microsoft Exchange vulnerability module that helps to detect this vulnerability from our target. In this project proposal I have mentioned that how i want to utilize nuclei-templates and add workflow for improving user experience and performance of the tool.",[],[]
39, MPD Server in VLC ,An MPD Server would be very helpful for remotely controlling the VLC Media Player. There are many great MPD Clients (including open source ones)..., George Vaindirlis , Mentor  Thomas Guillem , Organization  VideoLAN ,/archive/2021/projects/5610807940874240,https://code.videolan.org/gsoc/gsoc2021/mpd/vlc/-/merge_requests/4,No,Yes,"An MPD Server would be very helpful for remotely controlling the VLC Media Player. There are many great MPD Clients (including open source ones) available for many platforms, therefore one can choose a client that suits them best in order to control VLC, once a version of VLC with an MPD server is available.",[],[]
40, Agora Blockchain ,"AOSSIE’s Agora, a voting platform with many great voting algorithms. But the only thing missing in this idea was TRUST. It’s users have to trust the...", Raj Ranjan ," Mentor  T Thuvarakan, Bruno Woltzenlogel Paleo ", Organization  AOSSIE ,/archive/2021/projects/5613292646563840,https://gitlab.com/aossie/agora-blockchain/-/blob/gsoc-2021/docs/GSOC_2021/Raj_Ranjan.md,Yes,Yes,"AOSSIE’s Agora, a voting platform with many great voting algorithms. But the only thing missing in this idea was TRUST. It’s users have to trust the owners or the admin of the central database, that their vote would not be manipulated and can’t be hacked. The only solution which seemed feasible to me was Securing it with Blockchain.",[],[]
41, Feature Implemetation and Ui Development of Android FHIR ,Designing user-freindly android apps for the users. Implement features to enhance user experience and work on optimization of the apps along with..., Anushka Chakraborty , Mentor  Maimoona Kausar , Organization  Google FHIR SDK ,/archive/2021/projects/5613634666889216,https://gist.github.com/Ana2k/92860761b86b7ce5a9d1d630ddf1a3e8,No,Yes,"Designing user-freindly android apps for the users. Implement features to enhance user experience and work on optimization of the apps along with implementation of synchronization, HAPI Android Client. Also, cover the code with well wrtten tests.","['https://github.com/google/android-fhir/pulls?q=is%3Apr+is%3Aclosed', 'https://github.com/google/android-fhir/pulls/Ana2k']",['https://github.com/google/android-fhir/issues/created_by/Ana2k']
42, General Improvements in hydrus ,hydrus is a set of Python based tools for easier and efficient creation of Hypermedia driven REST-APIs. hydrus utilises the power of Linked Data to..., Hasan Faraz Khan ," Mentor  Chris Andrew, philippos, Samesh Lakhotia, Priyanshu Nayan ", Organization  Hydra Ecosystem ,/archive/2021/projects/5614110066081792,https://github.com/farazkhanfk7/google-summer-of-code-2021-final-report,No,No,"hydrus is a set of Python based tools for easier and efficient creation of Hypermedia driven REST-APIs. hydrus utilises the power of Linked Data to create a powerful REST APIs to serve data. At the moment, hydrus does allow POST operation on hydra:Collection, but new functionalities should be added to effectively update, get or delete particular members from a Collection without actually sending the whole collection in the request payload. The flagship server hydrus can only serve static data and does not provide a way to define custom server-side logic. A new feature for dynamic endpoint could be added so that a developer would be able to define logic/functions  for how the incoming data is processed on the server end. A lot of improvements are possible in CRUD operations of hydrus, including setting up constraints and handling errors on the server-side depending upon how the data is stored in a Collection. The project also aims to enhance the functionality of hydrus, optimize existing codes and keep it synced with upgrades and development in hydra-python-core, hydra-python-agent, and Hydra specifications.","['https://github.com/HTTP-APIs/hydra-python-core/pull/81', 'https://github.com/HTTP-APIs/hydra-python-core/pull/84', 'https://github.com/HTTP-APIs/hydrus/pull/578', 'https://github.com/HTTP-APIs/hydrus/pull/554', 'https://github.com/HTTP-APIs/hydrus/pull/580', 'https://github.com/HTTP-APIs/hydrus/pull/591', 'https://github.com/HTTP-APIs/hydrus/pull/591', 'https://github.com/HTTP-APIs/hydrus/pull/593', 'https://github.com/HTTP-APIs/hydrus/pull/594', 'https://github.com/HTTP-APIs/hydra-python-core/pull/91', 'https://github.com/HTTP-APIs/hydrus/pull/599', 'https://github.com/HTTP-APIs/hydrus/pull/601', 'https://github.com/HTTP-APIs/creditrisk-poc/pull/25', 'https://github.com/HTTP-APIs/creditrisk-poc/pull/26', 'https://github.com/HTTP-APIs/hydra-python-core/pull/93', 'https://github.com/HTTP-APIs/hydrus/pull/554', 'https://github.com/HTTP-APIs/hydrus/pull/578', 'https://github.com/HTTP-APIs/hydrus/pull/580', 'https://github.com/HTTP-APIs/hydrus/pull/590', 'https://github.com/HTTP-APIs/hydrus/pull/591', 'https://github.com/HTTP-APIs/hydrus/pull/593', 'https://github.com/HTTP-APIs/hydrus/pull/594', 'https://github.com/HTTP-APIs/hydrus/pull/597', 'https://github.com/HTTP-APIs/hydrus/pull/599', 'https://github.com/HTTP-APIs/hydrus/pull/601', 'https://github.com/HTTP-APIs/hydrus/pull/603', 'https://github.com/HTTP-APIs/hydra-python-core/pull/81', 'https://github.com/HTTP-APIs/hydra-python-core/pull/84', 'https://github.com/HTTP-APIs/hydra-python-core/pull/91', 'https://github.com/HTTP-APIs/hydra-python-core/pull/93', 'https://github.com/HTTP-APIs/creditrisk-poc/pull/25', 'https://github.com/HTTP-APIs/creditrisk-poc/pull/26']","['https://github.com/HTTP-APIs/hydrus/issues/494', 'https://github.com/HTTP-APIs/hydrus/issues/579', 'https://github.com/HTTP-APIs/hydrus/issues/592', 'https://github.com/HTTP-APIs/hydrus/issues/581', 'https://github.com/HTTP-APIs/hydra-python-core/issues/88', 'https://github.com/HTTP-APIs/hydrus/issues/598']"
43," Adopt an unreleased language pair, Hindi-Bhojpuri ",I plan on developing the Bhojpur-Hindi language pair in both directions i.e. bho-hin and hin-bho.  This will involve building a monolingual..., Anuradha Pandey , Mentor  Hèctor Alòs i Font , Organization  Apertium ,/archive/2021/projects/5623885411647488,https://apertium.projectjj.com/gsoc2021/pandeyanuradha.html,No,No,I plan on developing the Bhojpur-Hindi language pair in both directions i.e. bho-hin and hin-bho.  This will involve building a monolingual dictionary for bho and the bho-hin bilingual dictionary. The next step would be morphological disambiguation and writing suitable transfer rules to bring this pair to a releasable state.,[],[]
44, Hiding Issues in the Issues Panel in Chrome DevTools ,The aim of this project is to augment the functionality of the Issues tab in Chrome Devtools by giving users the ability to Hide issues in the Issues..., Rahat Muneeb , Mentor  Wolfgang Beyer , Organization  Chromium ,/archive/2021/projects/5623956647706624,https://docs.google.com/document/d/1p3ucb6cjuIa72aMQLnuJHvniX1j4lNewvy28C39oAdo/edit?usp=sharing,No,Yes,"The aim of this project is to augment the functionality of the Issues tab in Chrome Devtools by giving users the ability to Hide issues in the Issues Tab. This feature will promote a better developer experience, clean the UI of the issues tab and improve the usability when the amount of added issues is high.",[],[]
45, TMVA Deep Learning Developments - Inference Code Generation for Batch Normalization ,"Toolkit for Multivariate Analysis (TMVA) is a multi-purpose machine learning toolkit integrated into the ROOT scientific software framework, used in...", Aaradhya Saxena ," Mentor  Ashish Kshirsagar, Anirudh Dagar, Sitong An, Lorenzo Moneta ", Organization  CERN-HSF ,/archive/2021/projects/5625061863587840,https://docs.google.com/document/d/1qtoglXoyIfsngJVpidsTegpQlybpxd6mFH6doP4myLo/edit?usp=sharing,No,Yes,"Toolkit for Multivariate Analysis (TMVA) is a multi-purpose machine learning toolkit integrated into the ROOT scientific software framework, used in many particle physics data analysis and applications. Currently, we are developing a fast inference system in TMVA that takes the ONNX model as input and produces compilation-ready standalone C++ scripts as output. These scripts will then provide users an easy way to deploy their deep learning models in their physics software and analysis frameworks.",[],[]
46, Matrix state of the art ,"Today, many fields of computational sciences (Data Science, Data Visualization and even Machine Learning), mathematics, engineering, geology and...", GUIFO FODJO A Yvan ," Mentor  Serge Stinckwich, Konrad Hinsen ", Organization  Pharo Consortium ,/archive/2021/projects/5626824108802048,https://gist.github.com/YvanGuifo/5c3d29c55a92f0e26334128639aac92c,No,Yes,"Today, many fields of computational sciences (Data Science, Data Visualization and even Machine Learning), mathematics, engineering, geology and others make use of matrices. Usually described from tables, it is a central tool used by many programming languages.  A tensor is a generalization of vectors and matrices and is easily understood as a multidimensional array. In the PolyMath project (a Pharo project that implements numerous mathematical algorithms), there is already a support for vectors (tensors with rank 1) and matrices (tensors with rank 2), but not general multi-dimensional matrices (aka tensors). The main objective of this project is to extend the existing PolyMath classes to support tensors and related operations.","['https://github.com/PolyMathOrg/PolyMath/pull/210', 'https://github.com/PolyMathOrg/PolyMath/pull/213']",[]
47, VISIT THE WORLD HOME EDITION ,"The objective of the Visit the World Home edition project is to facilitate access to Liquid Galaxy or a private TV via voice commands, using an...", Ainhoa Maestro ," Mentor  Claudia Diosan, andreu ibanez ", Organization  Liquid Galaxy project ,/archive/2021/projects/5627667499450368,https://github.com/ainhoamguardiola/VisitTheWorldHomeEdition.git,No,No,"The objective of the Visit the World Home edition project is to facilitate access to Liquid Galaxy or a private TV via voice commands, using an independent platform running on a Raspberry Pi4.The user in this case is intended for the elderly, and can use the platform to send KML to a normal Liquid Galaxy installation connected to the same network, or use this device connected to their TV through an HDMI cable, as a system independent.This device should be as simple as possible so that the user does not have doubts or difficulties when using it. To turn the device on and off, an easy-to-see and accessible button will be applied, later the idea is that it works as a voice assistance for Liquid Galaxy, it will only receive voice commands and it will not need more information from the user.",[],[]
48, Improving Turing’s documentation and tutorials ,I would like to extend and update Turing’s documentation and include novel examples that show how to best use Turing’s capabilities in an applied..., leachim ," Mentor  Hong Ge, Cameron Pfiffer ", Organization  The Julia Language ,/archive/2021/projects/5628292215865344,https://gist.github.com/leachim/a83c012f337743c5c080484372694328,No,Yes,I would like to extend and update Turing’s documentation and include novel examples that show how to best use Turing’s capabilities in an applied setting.,"['https://github.com/TuringLang/docs/pull/121', 'https://github.com/TuringLang/docs/pull/122']",[]
49, Utilize second order derivatives from Clad in ROOT ,"In mathematics and computer algebra, automatic differentiation (AD) is a set of techniques to numerically evaluate the derivative of a function...", Baidyanath Kundu ," Mentor  Vassil Vassilev, Ioana Ifrim ", Organization  CERN-HSF ,/archive/2021/projects/5629838773190656,https://gist.github.com/sudo-panda/5d5416c05821d1d47b85e4c3c6f5ca46,Yes,Yes,"In mathematics and computer algebra, automatic differentiation (AD) is a set of techniques to numerically evaluate the derivative of a function specified by a computer program. Automatic differentiation is an alternative technique to Symbolic differentiation and Numerical differentiation (the method of finite differences). Clad is based on Clang which provides the necessary facilities for code transformation.
ROOT is a framework for data processing, born at CERN, at the heart of the research on high-energy physics. Every day, thousands of physicists use ROOT applications to analyze their data or to perform simulations. ROOT has a clang-based C++ interpreter Cling and integrates with Clad to enable flexible automatic differentiation facility.
TFormula is a ROOT class which bridges compiled and interpreted code.
The project aims to add second order derivative support in TFormula using clad::hessian. The PR that added support for gradients in ROOT is taken as a reference and can be accessed here.
Optionally, if time permits, this project will also convert the gradient function into CUDA device kernels.","['https://github.com/root-project/root/pull/2745', 'https://github.com/vgvassilev/clad/pull/244', 'https://github.com/vgvassilev/clad/pull/237', 'https://github.com/vgvassilev/clad/pull/284', 'https://github.com/vgvassilev/clad/pull/286', 'https://github.com/vgvassilev/clad/pull/291', 'https://github.com/vgvassilev/clad/pulls?q=is%3Apr+author%3Asudo-panda', 'https://github.com/root-project/root/pull/8848', 'https://github.com/root-project/root/pull/8371']",[]
50, Webiu ,Webiu is a “generalized website builder” which magnificently eases the essential process of getting a website up and running easily. The project..., Yash ," Mentor  Devon Wijesinghe, Charitha Elvitigala ", Organization  SCoRe Lab ,/archive/2021/projects/5630565159534592,https://github.com/scorelab/GSoC/blob/master/GSoC-2021/23-Yash-Webiu.md,No,No,"Webiu is a “generalized website builder” which magnificently eases the essential process of getting a website up and running easily. The project provides almost all of the different sections required by a normal website as different reusable components.
This project proposal aims at adding and implementing new features and functionalities into the current project to make it more reusable and accessible and further ease the process of building a website. Creating a logo, improving current components functionally, developing new components, creating an NPM package for Webiu, documenting the components using Storybook are some of the works (but not limited to) proposed. The proposal when implemented will functionally improve the current project, increase the range of the project and make the components accessible to other developers to incorporate them for developing websites.","['https://github.com/scorelab/Webiu/pull/173', 'https://github.com/scorelab/Webiu/pull/176', 'https://github.com/scorelab/Webiu/pull/178', 'https://github.com/scorelab/Webiu/pull/179', 'https://github.com/scorelab/Webiu/pull/180', 'https://github.com/scorelab/Webiu/pull/181', 'https://github.com/scorelab/Webiu/pull/182', 'https://github.com/scorelab/Webiu-npm/pull/1', 'https://github.com/scorelab/Webiu-npm/pull/2', 'https://github.com/scorelab/Webiu-npm/pull/3', 'https://github.com/scorelab/Webiu/pull/184', 'https://github.com/scorelab/Webiu/pull/170', 'https://github.com/scorelab/Webiu/pull/172', 'https://github.com/scorelab/Webiu/pull/183', 'https://github.com/scorelab/Webiu/pull/164', 'https://github.com/leopardslab/leopardslab.github.io/pull/1', 'https://github.com/leopardslab/leopardslab.github.io/pull/2']",[]
1, Support call hierarchy in Haskell Language Server ,"This proposal aims to add call hierarchy support in Haskell Language Server(HLS).
Language Server Protocol(LSP) has supported call hierarchy in 3.16,...", Lei Zhu ," Mentor  Javier Neira, Pepeiborra ", Organization  Haskell.org ,/archive/2021/projects/4749885739368448,https://github.com/haskell/haskell-language-server/pull/1955,No,Yes,"This proposal aims to add call hierarchy support in Haskell Language Server(HLS).
Language Server Protocol(LSP) has supported call hierarchy in 3.16, which make us implement it in HLS possible.
Inspired by this issue, my proposal involves the following steps this summer to contribute to call hierarchy:

LSP spec support.
prepareCallhierarchy implementation.
incomingCalls implementation.
outgoingCalls implementation.
Test

I hope I can contribute to HLS to go further this summer.","['/login?return_to=https%3A%2F%2Fgithub.com%2Fhaskell%2Fhaskell-language-server%2Fpull%2F1955', '/login?return_to=https%3A%2F%2Fgithub.com%2Fhaskell%2Fhaskell-language-server%2Fpull%2F1955', 'https://github.com/haskell/haskell-language-server/pull/1955#event-5076823913', 'https://github.com/haskell/haskell-language-server/pull/2044', 'https://github.com/haskell/haskell-language-server/pull/2044', '/login?return_to=https%3A%2F%2Fgithub.com%2Fhaskell%2Fhaskell-language-server%2Fpull%2F1955', 'https://github.com/haskell/haskell-language-server/pull/1955']",['https://github.com/haskell/haskell-language-server/issues/2016']
2, Improve pure Elm markdown parser ,"This project is based on the idea Improve pure Elm markdown parser. As the idea described, some specs of the pure Elm markdown parser...", Jinyi , Mentor  Dillon Kearns , Organization  Elm Tooling ,/archive/2021/projects/4755132679454720,https://lulu-gsoc-blog.netlify.app/process/,No,No,"This project is based on the idea Improve pure Elm markdown parser. As the idea described, some specs of the pure Elm markdown parser dillonkearns/elm-markdown are not yet implemented. So, the goal is to complete the current implementation of Github-flavored markdown style, get the automated spec tests passing, and clarify places where it needs to diverge from the spec because of its specific handling of HTML for extensibility.","['https://github.com/dillonkearns/elm-markdown/pull/88', 'https://github.com/dillonkearns/elm-markdown/pull/84', 'https://github.com/dillonkearns/elm-markdown/pull/82', 'https://github.com/dillonkearns/elm-markdown/pull/77']",[]
3, SecureTea - Improvement in Features ,"SecureTea Project provides a one-stop security solution for various devices, I would like to contribute the following features to the Project to make...", Aman V. Singh ," Mentor  Rejah Rehim, Ade Yoseman Putra ", Organization  OWASP Foundation ,/archive/2021/projects/4757291168956416,https://gist.github.com/prince-7/ac7a8f8223825aa6ef5051ae37ebc54f,No,Yes,"SecureTea Project provides a one-stop security solution for various devices, I would like to contribute the following features to the Project to make it better:

Add Web Application Firewall Feature
Improve features (IDS, Firewall)
Complete the web GUI and remote monitoring
Zero bugs - Fix the currently identified bugs
Improve Detecting Website Defacements Based on Machine Learning Techniques and Attack Signatures","['https://github.com/OWASP/SecureTea-Project/pull/275', 'https://github.com/OWASP/SecureTea-Project/pull/279', 'https://github.com/OWASP/SecureTea-Project/pull/284', 'https://github.com/OWASP/SecureTea-Project/pull/288', 'https://github.com/OWASP/SecureTea-Project/pull/295', 'https://github.com/OWASP/SecureTea-Project/pull/304', 'https://github.com/OWASP/SecureTea-Project/pull/306', 'https://github.com/OWASP/SecureTea-Project/pull/307', 'https://github.com/OWASP/SecureTea-Project/pull/272', 'https://github.com/OWASP/SecureTea-Project/pull/274', 'https://github.com/OWASP/SecureTea-Project/pull/280', 'https://github.com/OWASP/SecureTea-Project/pull/283', 'https://github.com/OWASP/SecureTea-Project/pull/289', 'https://github.com/OWASP/SecureTea-Project/pull/291', 'https://github.com/OWASP/SecureTea-Project/pull/292', 'https://github.com/OWASP/SecureTea-Project/pull/294', 'https://github.com/OWASP/SecureTea-Project/pull/274', 'https://github.com/OWASP/SecureTea-Project/pull/272', 'https://github.com/OWASP/SecureTea-Project/pull/275', 'https://github.com/OWASP/SecureTea-Project/pull/279', 'https://github.com/OWASP/SecureTea-Project/pull/280', 'https://github.com/OWASP/SecureTea-Project/pull/283', 'https://github.com/OWASP/SecureTea-Project/pull/284', 'https://github.com/OWASP/SecureTea-Project/pull/288', 'https://github.com/OWASP/SecureTea-Project/pull/289', 'https://github.com/OWASP/SecureTea-Project/pull/291', 'https://github.com/OWASP/SecureTea-Project/pull/292', 'https://github.com/OWASP/SecureTea-Project/pull/294', 'https://github.com/OWASP/SecureTea-Project/pull/295', 'https://github.com/OWASP/SecureTea-Project/pull/304', 'https://github.com/OWASP/SecureTea-Project/pull/306', 'https://github.com/OWASP/SecureTea-Project/pull/307', 'https://github.com/OWASP/SecureTea-Project/pull/309', 'https://github.com/OWASP/SecureTea-Project/pull/310', 'https://github.com/OWASP/SecureTea-Project/pull/315', 'https://github.com/OWASP/SecureTea-Project/pull/316', 'https://github.com/OWASP/SecureTea-Project/pull/317', 'https://github.com/OWASP/SecureTea-Project/pull/318', 'https://github.com/OWASP/SecureTea-Project/pulls?q=is%3Apr+author%3Aprince-7']","['https://github.com/OWASP/SecureTea-Project/issues/285', 'https://github.com/OWASP/SecureTea-Project/issues/271', 'https://github.com/OWASP/SecureTea-Project/issues/271', 'https://github.com/OWASP/SecureTea-Project/issues/285']"
